N,P,K,temperature,humidity,ph,rainfall,label
6.28,15.19,36.33,28.8,54.32,5.37,134.48,mango
19.15,18.16,30.96,27.31,54.11,6.19,175.0,mango
15.94,19.09,36.33,24.71,54.0,4.97,105.43,mango
3.13,15.74,33.18,28.01,49.55,6.51,111.6,mango
18.71,19.23,30.76,26.82,51.32,4.61,124.81,mango
12.63,17.47,35.39,28.01,51.74,4.89,140.15,mango
13.89,18.94,39.04,28.58,48.03,5.64,134.05,mango
0.91,18.26,31.31,29.18,53.75,4.47,122.74,mango
1.32,15.27,38.22,29.29,51.81,5.39,117.44,mango
10.23,18.04,36.26,28.68,54.23,6.04,98.18,mango
9.46,18.24,38.24,25.72,50.68,5.88,104.08,mango
6.7,15.14,30.12,24.6,50.45,5.84,132.52,mango
9.34,16.47,36.91,25.01,54.31,6.91,174.73,mango
13.79,17.9,35.7,25.48,49.94,4.84,102.23,mango
18.92,18.88,31.16,27.11,54.38,5.19,203.24,mango
4.71,16.56,38.35,28.69,54.81,5.83,91.11,mango
1.44,18.49,38.37,28.77,49.6,6.22,117.6,mango
1.02,18.55,38.12,29.99,51.64,6.74,88.44,mango
16.23,19.84,32.7,28.86,48.6,6.38,181.05,mango
5.37,19.08,35.02,27.23,52.72,6.63,91.31,mango
12.14,16.35,40.15,25.34,53.44,6.64,191.65,mango
12.19,17.69,34.12,25.42,50.49,5.31,170.72,mango
7.59,15.75,33.38,27.27,53.94,5.49,99.29,mango
12.13,15.81,38.76,29.15,50.75,5.04,96.68,mango
9.06,16.3,30.91,25.4,53.52,5.45,150.79,mango
9.71,15.95,34.95,29.22,53.22,4.98,102.46,mango
5.87,16.65,36.8,26.78,48.59,6.84,160.09,mango
9.05,18.36,39.3,26.47,49.9,5.13,190.92,mango
11.63,15.83,34.95,24.9,48.41,6.07,109.88,mango
14.23,15.56,33.19,28.32,51.0,5.02,95.8,mango
1.88,16.64,34.73,25.89,50.77,6.24,164.79,mango
12.63,19.72,33.42,28.14,54.1,5.85,131.47,mango
13.31,17.21,39.88,26.53,53.79,4.74,173.66,mango
13.09,18.96,31.07,25.01,53.33,6.11,197.55,mango
0.53,19.0,34.9,26.84,52.99,6.3,143.93,mango
6.36,16.27,34.28,25.16,51.32,4.95,171.91,mango
11.26,15.49,37.41,24.64,48.33,6.57,98.31,mango
10.31,19.19,39.85,24.68,52.11,6.28,101.69,mango
4.88,15.34,31.33,26.79,50.47,4.6,144.58,mango
2.23,16.23,33.75,25.97,48.88,5.82,181.04,mango
9.03,16.25,39.71,26.93,54.53,4.53,118.24,mango
2.36,18.7,32.11,29.68,49.47,4.88,153.65,mango
2.4,18.34,37.94,27.29,48.27,5.56,127.86,mango
12.81,20.02,33.62,28.47,52.02,5.16,130.26,mango
17.38,15.87,39.15,27.22,54.74,5.21,104.13,mango
4.12,19.01,33.49,26.08,53.74,5.01,180.73,mango
15.19,17.12,30.41,27.7,53.74,6.29,131.42,mango
19.67,15.52,40.01,29.01,51.29,5.56,190.6,mango
11.15,20.04,33.53,29.34,54.15,5.64,151.1,mango
9.77,14.83,31.99,28.41,54.18,6.2,99.29,mango
14.25,16.72,35.26,29.07,53.16,5.89,168.79,mango
0.0,19.65,31.07,28.55,49.06,6.96,101.42,mango
13.24,19.79,37.84,27.72,49.97,6.57,146.98,mango
14.46,15.38,31.97,26.3,53.27,4.8,171.15,mango
6.46,19.3,40.02,24.45,49.5,6.93,134.48,mango
0.71,16.98,33.84,26.04,50.7,6.6,141.22,mango
7.59,16.96,31.42,25.14,53.02,4.67,102.87,mango
11.2,16.5,32.31,26.46,51.32,4.49,129.52,mango
19.57,15.48,31.98,27.94,51.7,5.16,175.82,mango
19.31,18.03,32.79,28.7,52.38,4.62,103.93,mango
0.71,18.47,36.3,26.79,52.27,6.97,113.31,mango
14.01,15.48,33.26,29.24,53.98,6.35,103.91,mango
17.37,19.54,39.16,27.6,48.84,5.54,166.18,mango
19.32,17.88,35.3,29.89,48.3,5.36,133.35,mango
7.23,18.45,31.06,28.52,48.63,5.8,147.38,mango
13.44,18.92,38.6,27.04,53.7,5.99,196.3,mango
6.17,16.17,30.81,27.13,52.65,6.65,185.79,mango
9.13,19.23,39.64,29.97,50.97,5.87,186.7,mango
5.41,17.46,37.05,24.73,49.14,4.46,152.44,mango
16.06,18.22,35.51,28.67,48.69,4.59,177.62,mango
7.5,17.46,37.88,27.88,54.94,6.78,139.96,mango
15.96,15.36,36.46,29.04,49.51,5.96,125.86,mango
1.02,15.14,33.34,24.25,52.48,5.18,195.59,mango
16.05,19.95,35.42,26.13,51.51,5.94,98.42,mango
19.23,17.98,34.23,29.27,50.24,5.39,86.91,mango
11.06,16.72,31.59,29.83,52.22,5.68,135.95,mango
0.84,16.23,39.55,28.41,54.13,5.97,86.89,mango
5.86,18.54,32.66,27.91,52.45,5.72,89.39,mango
15.74,19.32,37.91,27.48,52.93,6.48,199.35,mango
0.05,18.06,38.04,28.3,50.14,5.41,106.46,mango
5.1,15.73,35.4,24.19,51.84,6.46,156.39,mango
15.2,18.14,34.98,29.16,50.6,6.49,125.74,mango
11.17,19.31,36.61,26.43,50.85,5.42,137.64,mango
14.02,17.17,34.31,28.79,49.29,5.01,142.35,mango
1.97,16.08,33.56,26.44,48.81,4.49,179.17,mango
8.95,15.64,32.24,27.95,50.81,5.73,175.09,mango
4.97,18.24,39.48,26.58,52.84,6.83,164.63,mango
13.18,17.04,38.14,29.62,52.03,6.39,108.94,mango
6.32,18.35,36.17,27.29,51.76,6.66,121.26,mango
19.18,15.97,38.93,25.12,53.54,5.86,144.43,mango
10.84,16.55,31.44,27.42,52.48,4.85,171.05,mango
1.7,17.79,37.7,26.87,50.98,4.99,191.94,mango
4.73,17.51,31.42,25.41,48.64,6.46,107.95,mango
15.48,15.27,38.78,29.84,50.52,4.91,118.68,mango
19.07,16.96,35.08,24.58,52.46,5.39,171.74,mango
6.31,16.43,33.08,24.09,53.66,5.88,165.03,mango
4.23,15.68,31.25,30.13,51.68,5.13,102.6,mango
19.69,19.28,38.46,29.31,50.44,5.34,153.96,mango
19.16,16.64,32.72,24.3,53.28,6.87,185.92,mango
8.55,18.66,38.66,29.46,51.25,5.74,198.71,mango
17.64,19.14,33.25,25.6,53.26,5.68,173.44,mango
16.02,17.54,39.47,27.0,52.8,5.76,93.63,mango
11.29,16.81,36.79,26.06,48.01,5.25,192.31,mango
5.25,18.79,36.69,29.74,47.94,6.57,114.8,mango
0.82,19.4,30.96,29.27,51.91,6.64,127.22,mango
7.53,15.14,37.32,24.42,50.21,4.94,183.93,mango
14.46,16.8,30.18,27.71,52.29,5.49,168.47,mango
0.0,16.49,33.43,28.5,51.58,5.15,94.24,mango
8.16,17.22,38.67,28.18,53.5,5.22,94.56,mango
17.4,18.43,33.73,24.42,48.8,4.77,186.49,mango
12.49,16.86,38.6,29.09,49.85,5.65,160.34,mango
17.48,15.85,31.45,27.43,52.75,5.03,180.66,mango
12.8,18.0,34.26,24.28,48.99,5.84,107.67,mango
14.55,19.32,30.44,28.18,49.09,6.41,116.76,mango
1.25,15.58,39.79,29.06,53.72,4.5,92.85,mango
18.23,18.69,30.39,28.13,51.93,6.16,161.12,mango
11.48,15.54,39.66,25.0,54.16,6.6,164.04,mango
6.65,20.09,35.44,26.4,53.28,5.42,142.61,mango
0.48,16.41,32.57,29.12,49.97,6.03,150.29,mango
11.84,18.35,35.62,25.36,49.04,5.73,179.46,mango
18.71,17.12,39.69,27.75,49.69,5.2,167.76,mango
15.51,17.38,31.3,30.12,53.11,6.27,114.75,mango
11.91,18.35,38.99,25.29,49.92,4.97,128.75,mango
8.28,18.3,36.2,25.87,51.94,5.04,127.8,mango
14.5,19.31,29.83,29.95,54.44,6.11,199.37,mango
12.39,20.11,37.73,28.76,49.46,6.27,162.58,mango
7.51,16.62,36.99,24.84,48.45,6.57,180.97,mango
20.59,15.38,31.45,24.78,48.22,6.64,99.5,mango
16.59,15.37,39.49,25.13,50.0,5.28,96.19,mango
5.08,17.44,36.85,28.26,54.99,5.68,118.49,mango
1.39,17.98,36.01,29.07,49.21,5.94,162.12,mango
16.51,16.28,39.92,24.68,54.97,6.46,155.09,mango
5.54,19.48,31.9,24.42,49.69,6.59,181.68,mango
13.91,19.69,35.49,26.08,55.01,6.22,202.57,mango
8.33,16.66,39.4,27.7,53.0,5.72,127.49,mango
9.46,15.06,36.58,27.21,53.28,5.84,88.93,mango
15.42,19.58,30.46,27.75,51.43,6.93,105.87,mango
10.59,18.32,31.86,25.91,51.78,6.14,151.98,mango
6.11,16.48,35.18,26.49,50.04,6.81,185.79,mango
6.78,19.06,32.76,24.38,49.2,6.88,187.34,mango
12.49,17.05,36.0,28.84,50.5,6.51,135.85,mango
16.97,17.36,30.34,26.85,48.9,6.85,146.73,mango
3.33,16.17,31.56,23.99,49.7,4.99,127.5,mango
10.81,20.24,34.1,27.22,51.6,4.87,146.91,mango
18.38,19.09,38.05,28.56,54.45,4.93,119.39,mango
9.66,16.22,39.71,27.93,49.05,5.72,96.13,mango
18.02,15.97,36.86,26.93,53.02,4.57,95.11,mango
6.4,19.23,33.18,29.09,49.41,5.23,149.25,mango
5.5,16.86,37.31,29.44,50.1,5.46,126.23,mango
2.33,18.19,34.41,25.55,52.52,6.95,139.54,mango
2.26,17.59,32.11,25.93,54.29,4.92,178.09,mango
15.76,16.98,30.11,29.82,48.02,5.47,139.27,mango
14.1,19.64,30.59,28.69,47.82,6.11,133.6,mango
8.47,16.0,39.21,26.92,50.17,5.77,181.66,mango
4.72,18.03,29.91,29.07,50.89,4.72,107.91,mango
6.41,18.89,31.54,25.94,51.32,6.95,164.02,mango
3.73,15.3,34.57,28.85,51.04,5.02,128.32,mango
17.91,17.19,32.53,28.99,51.58,6.03,140.29,mango
5.76,17.05,31.97,25.79,53.11,4.97,186.25,mango
10.64,15.35,31.01,28.63,54.45,6.24,163.32,mango
12.72,17.41,36.91,25.22,50.74,6.0,127.49,mango
3.14,18.42,32.85,29.2,51.97,6.42,136.6,mango
3.66,16.46,38.72,27.84,50.26,4.91,109.01,mango
14.69,18.24,30.45,29.17,48.82,6.24,120.33,mango
3.19,15.48,36.81,25.62,48.68,5.71,184.9,mango
6.58,19.32,37.13,28.11,52.22,6.05,123.07,mango
2.14,16.56,38.68,26.48,51.4,5.84,181.88,mango
18.37,17.39,31.44,26.33,54.16,4.92,103.14,mango
15.73,19.69,32.88,24.51,54.97,4.77,137.84,mango
10.5,17.58,37.36,27.1,51.86,4.86,185.52,mango
5.64,18.42,33.06,23.83,51.83,4.78,94.62,mango
8.56,19.67,37.21,28.88,53.37,5.51,95.63,mango
15.6,16.87,36.41,29.45,52.91,4.82,143.5,mango
14.01,17.79,37.24,25.65,51.02,5.24,140.22,mango
1.46,15.29,36.83,27.62,48.57,5.54,163.72,mango
8.27,18.36,34.5,25.08,52.99,6.22,156.15,mango
2.3,17.84,31.59,23.78,49.91,6.99,95.11,mango
12.84,16.01,39.46,29.01,54.04,6.0,194.31,mango
7.62,15.55,34.2,25.44,48.07,4.51,167.62,mango
15.23,19.31,33.14,26.31,51.93,5.65,161.87,mango
6.16,16.97,37.18,25.75,48.13,6.24,121.08,mango
2.06,16.71,35.34,26.83,53.31,4.82,127.85,mango
14.11,17.22,39.37,26.71,55.45,4.49,171.85,mango
13.87,15.85,36.11,24.56,50.03,5.55,132.05,mango
17.49,15.45,36.45,24.73,52.55,6.71,118.19,mango
18.29,16.01,30.91,28.94,49.87,6.21,91.66,mango
19.35,18.9,30.96,25.56,48.49,6.61,128.26,mango
11.23,16.25,37.07,24.89,48.45,4.53,124.95,mango
9.97,17.51,35.05,26.74,53.08,5.7,195.61,mango
15.61,18.28,39.35,27.43,50.02,5.26,119.69,mango
21.17,13.73,41.85,8.58,87.68,5.68,72.5,grapes
15.17,10.93,37.16,11.34,89.94,6.8,59.65,grapes
17.45,10.57,47.07,13.57,86.43,6.94,63.43,grapes
20.45,15.2,38.72,10.22,84.03,6.09,60.13,grapes
16.67,17.38,40.05,9.03,83.28,6.15,81.74,grapes
18.03,10.81,43.25,11.17,82.58,6.91,64.22,grapes
17.96,15.31,38.51,19.56,83.16,6.45,84.17,grapes
15.24,13.98,44.38,14.94,89.1,7.22,62.43,grapes
21.56,16.79,43.72,13.53,89.92,6.31,99.33,grapes
15.15,11.38,47.21,13.12,83.99,5.84,90.72,grapes
17.56,11.62,41.95,18.21,85.13,7.34,69.68,grapes
20.2,13.9,38.9,12.96,83.95,7.35,95.77,grapes
17.66,17.32,38.07,14.8,88.83,6.6,73.64,grapes
21.06,17.26,42.74,19.13,85.46,6.07,96.64,grapes
23.22,12.34,49.6,13.46,82.66,6.16,67.8,grapes
22.2,15.79,45.17,19.8,83.44,6.59,72.03,grapes
14.8,10.77,40.79,15.68,82.75,6.96,96.48,grapes
21.83,11.96,36.78,16.1,83.62,7.38,94.42,grapes
18.94,11.67,44.85,13.43,83.29,6.33,81.57,grapes
16.03,17.17,45.31,18.59,84.79,6.39,71.03,grapes
19.2,10.56,37.76,11.83,86.29,7.33,76.09,grapes
24.78,10.88,40.24,11.87,84.2,6.87,81.52,grapes
24.83,10.76,41.4,8.58,89.4,7.31,59.99,grapes
21.82,15.76,41.98,9.47,86.15,7.07,91.6,grapes
17.41,13.84,49.32,19.66,80.77,5.81,89.5,grapes
21.01,10.72,37.4,16.76,87.45,7.43,75.69,grapes
20.39,11.85,47.05,17.17,85.52,5.69,83.95,grapes
23.45,10.81,41.95,16.5,87.98,5.68,96.36,grapes
17.53,11.78,44.74,19.36,86.12,6.38,100.19,grapes
15.72,16.33,47.0,18.58,82.53,6.99,101.4,grapes
22.28,15.18,47.87,9.4,81.59,7.33,63.93,grapes
21.38,10.89,36.35,12.84,86.72,5.63,71.6,grapes
21.31,10.84,42.35,11.14,87.34,5.62,63.42,grapes
19.96,12.77,49.6,16.07,86.12,5.68,99.53,grapes
21.64,11.25,43.55,15.64,87.77,6.58,69.6,grapes
22.26,17.48,48.63,12.16,86.96,7.06,94.25,grapes
20.87,13.52,47.29,13.26,87.1,7.4,74.5,grapes
22.75,12.85,36.87,18.88,85.83,6.57,62.29,grapes
21.79,17.85,45.46,11.57,85.89,6.37,67.66,grapes
18.45,11.21,48.29,18.56,84.3,6.43,61.69,grapes
19.95,10.82,45.15,14.36,81.65,6.33,69.9,grapes
18.0,11.86,45.72,13.71,87.45,6.29,75.88,grapes
15.89,17.33,44.62,16.87,83.79,6.23,99.18,grapes
25.2,11.1,39.57,15.52,89.26,6.9,73.68,grapes
16.92,12.48,42.42,12.14,83.68,6.49,94.46,grapes
20.33,16.73,42.61,9.5,87.41,6.58,95.68,grapes
24.14,12.25,50.2,14.6,86.7,5.43,74.93,grapes
22.38,12.44,48.88,16.39,83.27,5.86,62.9,grapes
17.67,17.35,42.43,13.79,82.01,6.16,88.4,grapes
23.52,14.74,47.7,15.75,84.96,6.63,84.66,grapes
15.05,15.13,46.76,16.95,87.51,6.71,87.24,grapes
17.31,14.98,43.26,15.18,82.64,6.28,88.58,grapes
18.05,13.91,39.63,14.25,87.48,5.92,96.55,grapes
23.09,11.43,44.79,14.78,80.52,6.34,81.32,grapes
24.19,15.03,38.67,13.5,82.71,7.29,88.04,grapes
20.65,10.85,41.81,12.95,81.85,6.67,74.72,grapes
23.24,14.89,40.83,14.69,81.17,5.48,91.18,grapes
23.1,14.94,41.96,16.16,88.51,7.17,94.47,grapes
17.61,12.01,37.74,12.5,88.78,6.87,87.94,grapes
19.15,16.16,40.01,12.75,84.96,5.82,65.64,grapes
22.14,12.02,38.96,19.05,87.37,7.43,92.81,grapes
16.93,11.36,50.51,9.2,84.11,6.9,79.06,grapes
23.14,15.98,41.74,17.48,88.85,5.98,99.96,grapes
24.13,11.25,42.77,10.35,87.91,7.24,100.22,grapes
17.2,17.72,49.75,14.58,89.18,6.69,100.92,grapes
20.57,14.31,49.44,8.85,89.08,6.31,88.58,grapes
17.22,10.19,39.39,15.58,82.63,6.64,64.54,grapes
23.11,17.45,47.05,9.76,88.54,5.64,86.21,grapes
14.81,15.93,46.37,11.77,85.51,6.5,74.25,grapes
15.43,13.14,38.81,7.99,88.95,7.27,98.93,grapes
22.77,11.49,48.98,13.65,89.23,6.72,75.99,grapes
21.34,18.11,42.82,12.59,85.08,6.03,70.96,grapes
17.22,10.92,41.18,16.69,89.63,6.61,89.35,grapes
18.47,15.61,42.02,14.37,84.68,7.1,85.07,grapes
21.6,14.74,49.63,13.71,86.58,6.48,69.22,grapes
24.7,17.94,44.64,17.3,88.18,5.86,84.93,grapes
16.9,18.16,39.83,9.71,89.28,7.0,101.07,grapes
15.65,16.51,48.25,20.4,88.59,5.8,66.09,grapes
19.67,14.7,38.96,8.89,86.64,7.19,92.02,grapes
19.62,16.24,41.11,18.48,86.53,6.66,97.56,grapes
18.27,12.13,45.73,19.16,87.56,6.59,97.31,grapes
23.06,13.74,48.16,18.72,86.33,6.72,74.01,grapes
20.25,17.68,40.51,14.2,84.28,5.59,94.97,grapes
16.66,14.61,40.59,19.32,87.58,5.52,94.27,grapes
21.49,17.78,47.48,14.87,87.24,6.58,87.28,grapes
19.73,11.72,46.15,18.24,85.98,5.89,65.17,grapes
24.1,17.75,40.99,8.97,89.85,7.02,82.73,grapes
19.13,13.23,37.61,17.14,87.01,6.71,77.42,grapes
18.79,11.36,49.96,15.09,87.55,6.62,99.01,grapes
16.13,14.48,39.39,8.11,87.71,6.33,88.14,grapes
18.65,16.1,43.04,18.51,89.06,7.42,74.23,grapes
21.81,17.17,39.74,16.03,85.8,6.67,65.46,grapes
22.88,13.56,38.97,8.77,84.39,6.72,74.15,grapes
19.51,14.25,38.04,11.28,85.3,6.57,72.31,grapes
24.34,15.04,44.13,12.75,81.26,6.51,94.49,grapes
15.22,12.59,47.49,11.76,87.51,5.54,82.12,grapes
22.46,10.48,43.36,16.74,82.19,6.8,78.08,grapes
22.31,13.94,46.07,18.56,87.58,6.17,98.32,grapes
16.92,17.6,40.96,9.31,87.66,6.41,83.59,grapes
17.75,11.56,44.6,14.55,89.19,6.72,98.61,grapes
23.23,16.25,39.05,14.93,85.68,6.29,68.0,grapes
16.46,16.45,39.04,8.81,84.24,7.22,88.62,grapes
15.81,16.68,38.83,8.21,81.17,5.84,84.91,grapes
19.6,13.89,45.76,14.46,82.75,6.97,73.82,grapes
24.12,17.12,36.15,20.36,87.82,7.25,87.44,grapes
24.3,16.74,45.79,10.32,86.52,6.46,79.8,grapes
16.16,13.53,44.92,18.63,84.71,7.3,78.34,grapes
20.55,15.51,40.24,16.42,81.23,6.42,97.84,grapes
19.34,10.78,46.4,13.68,83.52,6.52,97.44,grapes
16.61,16.3,43.44,8.72,84.17,6.3,75.77,grapes
17.68,11.13,39.26,15.43,84.68,6.94,71.56,grapes
23.74,13.56,48.4,12.13,89.73,5.94,71.22,grapes
21.92,13.19,44.08,7.69,83.75,6.44,93.87,grapes
20.52,17.18,45.92,11.26,82.07,7.02,75.27,grapes
23.48,12.37,47.46,19.4,82.82,6.57,63.06,grapes
16.39,17.17,47.44,16.65,89.79,7.04,85.01,grapes
15.23,16.79,43.84,15.36,87.19,5.71,69.09,grapes
20.44,13.24,42.08,12.02,87.36,6.04,87.29,grapes
23.31,17.59,41.96,11.39,81.8,7.36,85.99,grapes
20.0,13.33,45.81,17.64,82.53,5.78,70.13,grapes
15.38,15.75,38.9,10.32,82.31,7.12,77.63,grapes
19.8,13.96,49.53,17.83,85.86,6.28,98.6,grapes
17.6,16.76,36.3,16.15,86.68,6.15,79.77,grapes
17.67,11.29,38.41,14.88,80.91,6.37,67.76,grapes
22.69,13.04,43.21,15.82,87.21,5.67,87.25,grapes
22.47,15.44,36.3,17.78,85.22,5.6,65.71,grapes
25.24,15.24,38.33,19.8,87.83,5.74,86.97,grapes
15.55,12.85,49.75,18.73,88.01,7.25,73.79,grapes
18.33,12.87,42.89,16.96,82.52,5.93,87.48,grapes
21.43,17.75,43.84,17.56,85.58,6.82,69.83,grapes
15.84,17.35,42.59,13.68,83.01,6.78,77.48,grapes
16.24,16.98,40.73,17.68,82.92,6.03,69.0,grapes
20.42,12.1,38.03,9.73,89.89,7.0,96.56,grapes
18.61,12.9,40.69,14.38,89.36,5.57,74.1,grapes
21.67,10.68,50.24,18.37,86.0,5.9,95.87,grapes
19.03,12.76,45.03,11.34,80.81,6.23,78.2,grapes
16.34,12.26,48.14,19.85,83.05,7.53,98.68,grapes
21.35,13.62,45.34,16.1,86.32,6.71,70.88,grapes
21.38,15.93,39.35,16.74,87.45,5.56,84.97,grapes
16.76,12.09,36.51,15.23,84.46,6.83,99.09,grapes
16.24,14.93,36.03,10.8,87.49,5.77,84.73,grapes
15.85,16.57,41.36,15.32,85.33,6.65,90.92,grapes
20.65,11.44,46.2,16.25,83.63,7.27,71.27,grapes
18.19,11.71,42.83,11.0,81.45,7.2,77.91,grapes
23.23,14.54,41.24,14.74,89.75,6.44,70.96,grapes
19.47,16.57,41.56,13.66,86.74,5.63,72.25,grapes
20.15,11.61,46.23,8.58,84.87,5.51,68.76,grapes
21.0,12.56,39.07,16.34,84.44,6.22,73.91,grapes
21.43,16.1,40.62,19.6,84.3,6.56,85.61,grapes
24.42,12.74,45.27,13.63,82.21,6.97,74.65,grapes
18.37,16.74,42.0,12.32,83.36,6.33,84.24,grapes
17.17,10.55,37.35,12.41,87.94,5.72,59.73,grapes
21.53,11.75,43.75,14.88,87.8,5.67,95.06,grapes
16.4,16.57,44.58,13.15,88.1,5.95,91.3,grapes
16.42,13.18,36.68,10.49,84.94,5.52,80.35,grapes
15.27,16.31,38.78,11.52,82.14,5.58,61.34,grapes
21.8,16.31,42.5,14.77,85.0,7.19,96.21,grapes
16.14,16.65,39.23,18.47,89.62,5.57,96.38,grapes
18.25,13.9,41.19,17.97,86.23,6.94,67.45,grapes
18.93,15.22,47.36,17.92,86.04,6.4,96.78,grapes
21.12,12.62,38.77,9.9,88.41,7.43,80.83,grapes
17.76,10.39,47.85,17.86,82.28,7.55,79.4,grapes
15.43,12.95,42.82,16.75,87.34,6.48,96.41,grapes
21.89,16.7,38.31,15.99,87.61,5.92,90.44,grapes
21.24,13.28,41.51,11.05,81.55,7.21,70.62,grapes
22.97,10.87,37.82,10.02,87.24,7.23,66.92,grapes
18.13,16.24,45.48,19.11,87.44,6.4,81.44,grapes
24.53,16.22,39.37,16.97,81.17,6.16,96.63,grapes
24.4,17.06,42.01,18.06,80.78,5.95,88.36,grapes
22.88,11.68,37.26,17.2,82.49,5.65,99.05,grapes
18.45,16.53,37.47,15.47,83.83,6.57,66.54,grapes
19.17,15.86,35.8,8.27,89.39,7.19,82.95,grapes
17.34,14.98,41.48,19.29,81.58,6.76,89.47,grapes
17.84,18.51,42.16,17.47,81.06,6.83,95.21,grapes
21.88,14.07,45.48,9.59,82.99,5.98,80.16,grapes
22.67,16.32,40.31,16.57,83.31,6.45,97.1,grapes
21.26,15.21,40.41,15.79,89.64,5.89,91.25,grapes
18.14,13.82,49.73,12.09,88.36,5.52,63.87,grapes
16.36,13.17,48.41,12.24,81.42,7.3,77.82,grapes
16.52,12.85,37.66,12.52,89.1,6.67,88.55,grapes
19.71,16.89,45.03,19.17,83.57,7.01,59.22,grapes
18.83,16.02,43.7,11.57,82.12,7.24,83.02,grapes
18.0,11.85,46.38,17.66,87.0,6.87,84.48,grapes
17.26,16.59,48.62,19.23,82.31,6.23,64.42,grapes
18.6,12.89,46.14,13.85,87.42,6.26,80.48,grapes
22.51,10.62,41.31,8.35,89.71,6.9,66.64,grapes
15.38,17.74,47.88,10.07,88.64,5.77,93.45,grapes
14.62,12.08,43.96,13.48,85.25,6.81,82.94,grapes
18.84,10.34,47.87,19.44,83.66,7.22,99.35,grapes
24.84,12.89,36.47,18.24,86.45,7.1,72.5,grapes
14.8,11.53,39.75,15.34,80.69,5.72,77.96,grapes
21.46,11.09,46.91,10.38,86.3,7.38,78.37,grapes
16.42,12.75,49.68,17.17,88.8,6.67,99.96,grapes
18.72,17.56,48.59,7.97,81.54,5.95,98.36,grapes
17.22,10.6,41.19,14.34,85.42,6.35,66.74,grapes
18.82,12.13,42.65,19.6,84.83,5.8,80.37,grapes
20.36,11.76,50.36,12.05,82.84,7.46,73.72,grapes
25.26,11.24,48.33,18.56,86.72,7.32,82.3,grapes
16.29,15.74,47.88,18.41,85.72,6.71,66.6,grapes
22.4,13.54,43.43,8.33,84.72,7.16,65.15,grapes
98.41,10.26,53.15,28.26,89.85,6.65,69.93,watermelon
108.84,11.71,46.22,29.29,94.31,5.93,87.42,watermelon
107.47,11.3,54.95,25.61,85.35,7.03,74.67,watermelon
102.2,13.61,54.22,25.88,92.41,5.73,96.4,watermelon
100.47,8.16,47.35,27.9,90.08,6.82,57.19,watermelon
108.42,9.14,48.47,26.05,87.4,7.3,84.34,watermelon
101.73,11.63,45.09,25.06,88.76,5.69,52.37,watermelon
98.19,9.23,51.56,24.61,87.13,6.64,73.88,watermelon
96.24,13.87,47.7,26.15,93.68,7.28,49.42,watermelon
108.72,12.83,44.51,24.23,86.51,6.58,78.4,watermelon
105.22,11.8,45.83,24.8,86.74,6.36,61.82,watermelon
97.74,12.11,52.83,29.46,85.8,7.44,38.94,watermelon
97.35,13.81,46.8,28.27,89.79,5.89,80.24,watermelon
102.98,8.06,55.02,24.94,85.22,6.04,77.6,watermelon
106.53,8.82,54.43,24.41,92.94,6.05,87.31,watermelon
105.15,11.54,45.57,28.5,85.24,6.14,99.68,watermelon
94.9,8.12,46.78,24.05,91.29,6.0,102.5,watermelon
103.22,11.08,45.58,28.15,90.97,5.92,44.99,watermelon
99.98,11.11,45.43,27.27,86.46,6.03,41.56,watermelon
101.99,9.58,49.25,26.69,85.95,6.19,96.35,watermelon
101.2,8.11,55.01,26.78,89.26,6.67,76.42,watermelon
99.89,7.62,48.52,28.52,94.33,6.23,43.54,watermelon
107.77,11.35,48.25,26.45,92.96,7.2,64.47,watermelon
101.37,10.84,51.89,26.14,88.96,7.34,44.55,watermelon
103.13,13.72,51.25,25.34,91.48,6.97,40.67,watermelon
95.68,9.47,45.37,27.93,90.42,7.4,52.25,watermelon
103.23,14.31,54.05,29.12,89.01,6.69,43.13,watermelon
96.14,7.89,47.16,28.16,94.2,6.26,93.47,watermelon
95.18,13.53,47.87,24.25,90.27,6.69,74.14,watermelon
105.85,8.18,51.07,25.51,88.67,7.06,85.69,watermelon
97.51,11.06,46.06,29.64,91.94,6.21,76.44,watermelon
106.65,14.11,54.63,29.12,91.88,6.09,52.82,watermelon
102.04,14.44,47.9,27.66,90.84,5.47,88.83,watermelon
99.19,12.55,49.13,26.27,90.46,6.4,59.17,watermelon
107.48,11.1,48.24,25.57,90.95,6.31,43.89,watermelon
97.27,11.72,51.33,25.94,90.86,6.17,70.36,watermelon
97.02,13.12,46.73,26.52,89.01,5.76,60.92,watermelon
110.04,10.49,52.73,25.79,89.17,6.27,59.2,watermelon
102.44,13.44,46.42,23.98,91.62,6.5,90.85,watermelon
95.52,14.55,52.41,25.0,87.81,7.01,94.33,watermelon
107.76,8.91,47.59,28.97,87.39,7.07,96.75,watermelon
107.14,10.56,54.42,26.26,89.97,5.7,80.93,watermelon
106.04,14.03,52.09,26.0,94.26,7.15,87.07,watermelon
101.02,9.64,55.26,26.96,89.95,5.66,95.65,watermelon
103.41,13.49,44.48,26.24,86.65,6.84,77.83,watermelon
99.3,10.97,53.2,24.4,86.32,5.95,53.14,watermelon
105.48,9.01,54.12,28.4,85.4,7.13,46.3,watermelon
99.48,13.14,44.43,27.51,85.94,6.23,60.94,watermelon
108.67,12.22,52.61,26.37,93.28,6.71,62.74,watermelon
104.37,8.41,54.55,23.96,84.8,7.45,70.45,watermelon
102.84,12.13,50.06,27.15,93.67,6.6,54.33,watermelon
